BOS please show me airlines with flights from dallas to nashville stop burbank EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name atis_airline
BOS find the cheapest one way fare from nashville to san francisco EOS	O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS show me the airlines that fly from las vegas to boston EOS	O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airline
BOS i need your help with information on ground transportation from the airport in montreal to downtown EOS	O O O O O O O O O O O O B-fromloc.city_name O O atis_ground_service
BOS what airlines have flights from manhattan to austin that leave before 630 pm EOS	O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_airline
BOS what type of ground transportation is available at austin airport EOS	O O O O O O O B-airport_name I-airport_name atis_ground_service
BOS what is the cost of a first class ticket from tampa to indianapolis EOS	O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i need information on ground transportation between airport and downtown in the city in dallas EOS	O O O O O O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_ground_service
BOS show me ground transportation in queens during weekdays EOS	O O O O B-city_name O O atis_ground_service
BOS what are the prices of the flights from stratford to newark in the morning EOS	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day atis_airfare
BOS what ground transportation is there in columbus EOS	O O O O O B-city_name atis_ground_service
BOS i want to go and take a plane in tacoma and fly to brooklyn EOS	O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name atis_aircraft
BOS show me ground transportation in tampa EOS	O O O O B-city_name atis_ground_service
BOS airline and flight number from cleveland to hartford EOS	O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS what airline is the flight originating in ontario on march seventh at afternoon and arriving in san francisco at 210 am EOS	O O O O O O B-fromloc.city_name O B-depart_date.month_name B-depart_date.day_number O B-depart_time.time O O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time I-arrive_time.time atis_airline
BOS please show me again the first class fares from burbank to cleveland EOS	O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what kind of ground transportation is there in austin EOS	O O O O O O O B-city_name atis_ground_service
BOS what is the lowest price fare from la to kansas city on flight united 82 and united 139 EOS	O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-airline_name B-flight_number O B-airline_name B-flight_number atis_airfare
BOS what are the coach fares for flights from philadelphia to boston leaving after 10 pm EOS	O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_airfare
BOS could you please find me the cheapest one way fare from cincinnati to memphis EOS	O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what airlines fly from tampa to san francisco EOS	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS how much is the cheapest flight from tacoma to oakland with a stop in houston EOS	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name atis_airfare
BOS how much is a economic class ticket from columbus to san diego EOS	O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS lets see how much would a direct flight from baltimore to denver be on feb seventh EOS	O O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number atis_airfare
BOS what is the fare on february seventh going one way from san antonio to pittsburgh EOS	O O O O B-depart_date.month_name B-depart_date.day_number O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what type of planes are involved on trips from cleveland to norfolk that leave before noon EOS	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time atis_aircraft
BOS round trip fares from cleveland to austin less than 2000 dollars round trip fares from sanford to austin less than 1000 dollars round trip fares from houston to austin less than 1500 dollars EOS	I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative O B-fare_amount I-fare_amount atis_airfare
BOS what does ground transportation look like in pittsburgh EOS	O O O O O O B-city_name atis_ground_service
BOS show me the cheapest one way fares from santa monica to appleton EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_airfare
BOS id like to buy a coach class ticket for a flight from orlando to oakland EOS	O O O O B-class_type I-class_type O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what is the least expensive airfare between nashville and hartford EOS	O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the airlines that fly between pittsburgh and philadelphia EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS airlines that fly to ny from santa monica on wed EOS	O O O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-depart_date.day_name atis_airline
BOS 1st class fares from memphis to newark please EOS	I-class_type O O B-fromloc.city_name O B-toloc.city_name O atis_airfare
BOS how many airports does seattle have EOS	O O O B-city_name O atis_quantity
BOS im interested in the cheapest fare from washington to las vegas EOS	O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS is there ground transportation in la from the la airport to downtown la EOS	O O O O B-city_name O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name atis_ground_service
BOS please list the flght times ffom pittsburgh to newark EOS	O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name atis_flight_time
BOS well ill try last time tell me the kind of aircraft lufthansa airline flies from seattle to colorado springs before 1 oclock in the night EOS	O O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day atis_aircraft
BOS memphis ground transportation EOS	O O atis_ground_service
BOS i would like to know what type of aircraft will be used on the afternoon of july seventh from stratford to nashville EOS	O O O O O O O O O O O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name atis_aircraft
BOS what is the cheap transportation i can get from dallas to denver EOS	O O B-cost_relative O O O O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS what time does the earliest flight which goes from pittsburgh to charlotte leave EOS	B-flight_time O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O atis_flight_time
BOS show me ground transportation in los angeles EOS	O O O O B-city_name I-city_name atis_ground_service
BOS how much is a business class ticket from washington to san francisco leaving on fri EOS	O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name atis_airfare
BOS what airlines flies out of denver EOS	O O O O B-fromloc.city_name atis_airline
BOS which companies fly between pittsburgh and cleveland EOS	O O O B-fromloc.city_name O B-toloc.city_name atis_airline
BOS how many first class flights does avelo have leaving from all cities today EOS	O B-class_type I-class_type O O B-airline_name O O O O O B-depart_date.today_relative atis_quantity
BOS is there ground transportation in burbank EOS	O O O O B-city_name atis_ground_service
BOS id like to find the most affordable two way fare from boston to springfield EOS	O O O O B-cost_relative I-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS i need to find a plane from hartford to san antonio on fri EOS	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name atis_aircraft
BOS find all airlines operating from pittsburgh to san francisco EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airline
BOS what is the cheapest one way fare from charlotte to tampa EOS	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS show me the airfare from philly to san antonio EOS	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_airfare
BOS what is the cost of flight dl 106 from manhattan to minneapolis EOS	O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS give me the round trip coach fare from minneapolis to houston EOS	O O B-round_trip I-round_trip B-class_type O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS how much is the american airlines flight 71 from dallas to san francisco price EOS	O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O atis_airfare
BOS list ground transportation in ottawa EOS	O O O B-city_name atis_ground_service
